"tag"	"new.tag"	"sp"	"dbh04"	"dbh14"	"code04"	"code14"	"stems04"	"stems14"	"pom04"	"pom14"	"date14"	"col"	"row"	"p5"	"x"	"y"
35520	49328	"PRI2CO"	630	758	""	""	NA	1	1.3	1.3	20140613	5	6	14	2.2	16
29976	49335	"APEIME"	555	640	"B"	"P"	NA	1	3.5	3.5	20140613	5	13	21	9	2
35218	49337	"GUATDU"	220	349	""	"P"	NA	1	1.3	1.3	20140617	8	14	12	1.1	5.3
35220	49338	"VIROSU"	224	441	""	"P"	NA	1	1.3	1.3	20140617	8	14	22	7.1	5.2
35200	49342	"POSOLA"	232	233	"MQ"	"P"	NA	2	1.3	1.3	20140616	8	11	32	11	7
35177	49351	"ALSEBL"	285	330	""	""	NA	1	1.3	1.3	20140616	8	8	22	7.5	6
35172	49353	"QUARAS"	718	600	""	"P"	NA	1	1.3	5.1	20140616	8	7	41	15.6	4
35164	49357	"PRI2CO"	444	535	""	"P"	NA	1	1.3	1.3	20140616	8	5	31	10.8	0.3
35155	49360	"SAPIAU"	478	555	""	"P"	NA	1	1.3	1.3	20140616	8	4	44	15.1	18.1
22012	NA	"CORDAL"	368	463	""	""	NA	1	1.3	1.3	20140610	0	13	11	4.5	4.9
22013	NA	"TET2PA"	325	382	""	""	NA	1	1.3	1.3	20140610	0	13	22	7.4	8.2
22014	NA	"PROTTE"	458	474	""	""	NA	1	1.3	1.3	20140617	9	6	24	8	16
24930	NA	"TAB1GU"	273	308	""	""	NA	1	1.3	1.3	20140611	1	10	12	1.6	5.3
24931	NA	"CORDAL"	384	NA	""	"C"	NA	NA	1.3	NA	20140611	1	10	12	2	9.8
24932	NA	"PROTTE"	319	326	""	""	NA	1	1.3	1.3	20140611	1	10	41	19.2	1.2
24933	NA	"PRI2CO"	527	610	""	""	NA	1	1.3	1.3	20140611	1	9	22	9	6
24935	NA	"TET2PA"	331	384	""	""	NA	1	1.3	1.3	20140611	1	9	44	19.7	18.7
24936	NA	"GUSTSU"	287	288	""	""	NA	1	1.3	1.3	20140611	1	9	41	18	4
24937	NA	"TRI2TU"	471	482	""	""	NA	1	1.3	1.3	20140611	1	9	41	18.5	0.1
24938	NA	"GUARGU"	370	NA	""	""	NA	1	1.3	1.3	20140611	1	8	12	1.5	7.2
24939	NA	"VIROSU"	392	NA	""	"C"	NA	NA	1.3	NA	20140611	1	8	32	10.8	5.7
24940	NA	"AST2GR"	845	NA	"B"	"S"	NA	NA	4.45	NA	20140611	1	8	32	14.3	7.9
24941	NA	"PROTTE"	261	278	""	""	NA	1	1.3	1.3	20140611	1	8	34	10.3	18.7
24942	NA	"TET2PA"	498	509	""	""	NA	1	1.3	1.3	20140611	1	7	12	2.1	5.1
24943	NA	"APEIME"	880	NA	"B"	"S"	NA	NA	4.05	NA	20140611	1	7	13	0.3	10.1
24944	NA	"TRI2TU"	289	329	""	""	NA	1	1.3	1.3	20140611	1	7	14	1	15.1
24945	NA	"TET2PA"	205	231	""	""	NA	1	1.3	1.3	20140611	1	7	13	4.5	10.1
24946	NA	"ASPICR"	344	396	""	""	NA	1	1.3	1.3	20140611	1	7	22	6	6
24947	NA	"HYERAL"	619	705	"B"	""	NA	1	4.2	4.2	20140611	1	7	21	6.2	2
24948	NA	"TET2PA"	252	262	""	""	NA	1	1.3	1.3	20140611	1	7	21	6.3	0.1
24949	NA	"GUAPST"	226	227	""	""	NA	1	1.3	1.3	20140611	1	7	31	12.1	3
24950	NA	"HIRTTR"	296	318	"M"	""	NA	2	1.3	1.3	20140611	1	7	32	14.5	9.9
24951	NA	"TERMAM"	1035	1055	"B"	"Q"	NA	1	3.46	3.46	20140611	1	7	42	16	9.6
24952	NA	"CALOLO"	438	507	""	""	NA	1	1.3	1.3	20140611	1	6	13	2	11
24953	NA	"VIROSU"	308	NA	""	"N"	NA	NA	1.3	NA	20140611	1	6	32	14.9	8
24954	NA	"JAC1CO"	752	779	""	""	NA	1	1.3	1.3	20140611	1	6	34	11.1	15.1
24955	NA	"INGASA"	212	259	""	""	NA	12	1.3	1.3	20140611	1	6	44	19.3	15.4
24956	NA	"VIROSU"	371	395	""	""	NA	1	1.3	1.3	20140611	1	5	13	2.2	14.9
24957	NA	"PROTTE"	215	238	""	""	NA	1	1.3	1.3	20140611	1	5	24	6	15.1
24958	NA	"CECRIN"	390	NA	"B"	"C"	NA	NA	3.65	NA	20140611	1	5	24	8	18
24959	NA	"HIRTTR"	272	275	""	""	NA	1	1.3	1.3	20140611	1	5	21	9.7	1.8
24960	NA	"ALCHCO"	630	640	"B"	""	NA	3	4.75	4.75	20140611	1	5	31	11.2	4.3
24961	NA	"POULAR"	237	NA	""	"C"	NA	NA	1.3	NA	20140611	1	5	31	14.7	4.8
24962	NA	"TET2PA"	518	557	""	""	NA	1	1.3	1.3	20140611	1	4	22	6	5.3
24963	NA	"OCOTWH"	457	521	"B"	""	NA	1	4.77	4.77	20140611	1	4	33	14.9	13.9
24964	NA	"VIROSU"	543	593	"B"	""	NA	1	3.9	3.9	20140611	1	4	33	10.2	14.8
24965	NA	"TET2PA"	400	438	"B"	""	NA	1	3.8	3.8	20140611	1	4	34	10.2	18.3
24966	NA	"VIROSE"	261	306	""	""	NA	1	1.3	1.3	20140611	1	4	44	18	15.2
24969	NA	"CECRIN"	291	383	"M"	"P"	NA	2	2.3	1.3	20140611	1	3	11	2.2	4.8
24970	NA	"GUSTSU"	230	244	""	""	NA	1	1.3	1.3	20140611	1	3	13	4.9	13.8
24971	NA	"TET2PA"	379	NA	""	"S"	NA	NA	1.3	NA	20140611	1	3	42	15.2	8.8
24972	NA	"BEILPE"	316	338	""	""	NA	1	1.3	1.3	20140611	1	2	24	6.2	17.9
24973	NA	"PROTTE"	229	279	""	""	NA	1	1.3	1.3	20140611	1	2	21	9	2
24974	NA	"ALSEBL"	426	445	""	""	NA	1	1.3	3.55	20140611	1	2	34	13.8	16.6
24976	NA	"GUARGU"	256	342	""	""	NA	1	1.3	1.3	20140611	1	2	42	17	8.8
24978	NA	"BEILPE"	581	NA	""	"C"	NA	NA	1.3	NA	20140611	1	0	42	16	6
24979	NA	"TRI2TU"	263	NA	""	"S"	NA	NA	1.3	NA	20140611	1	0	11	2.5	4.9
24980	NA	"VIROSU"	773	NA	"B"	"S"	NA	NA	3.23	NA	20140611	1	0	14	4.2	19.6
24981	NA	"BEILPE"	200	203	""	""	NA	1	1.3	1.3	20140611	1	0	24	5.3	18.8
24982	NA	"TET2PA"	212	NA	""	"C"	NA	NA	1.3	NA	20140611	1	0	22	5.6	9
24983	NA	"HEISCO"	231	251	""	""	NA	1	1.3	1.3	20140611	1	0	22	9	5.3
24984	NA	"CALOLO"	327	NA	""	"C"	NA	NA	1.3	NA	20140611	1	0	31	11.8	4
24985	NA	"BEILPE"	305	NA	""	"C"	NA	NA	1.3	NA	20140611	1	0	33	10.2	10.2
24986	NA	"BEILPE"	235	249	""	""	NA	1	1.3	1.3	20140611	1	0	44	15.1	18
29102	NA	"VIROSP"	500	NA	"B"	"N"	NA	NA	3.35	NA	20140611	2	0	11	1.2	0.3
29103	NA	"SPONRA"	535	577	""	""	NA	1	1.3	1.3	20140611	2	0	14	4	16
29104	NA	"JAC1CO"	740	NA	""	"S"	NA	NA	1.3	NA	20140611	2	0	22	9.9	6
29105	NA	"JAC1CO"	406	470	""	""	NA	1	1.3	1.3	20140611	2	0	31	12	3
29106	NA	"TET2PA"	314	NA	""	"C"	NA	NA	1.3	NA	20140611	2	1	11	2.5	0.3
29107	NA	"QUARAS"	568	580	""	""	NA	1	1.3	1.3	20140611	2	1	13	1	12
29108	NA	"TET2PA"	505	NA	""	"S"	NA	NA	1.3	NA	20140611	2	1	24	7	19
29109	NA	"POCHSE"	585	NA	""	"C"	NA	NA	1.3	NA	20140611	2	1	21	8	1.3
29110	NA	"TRI2TU"	334	NA	""	"C"	NA	NA	1.3	NA	20140611	2	1	33	12	10.3
29111	NA	"BROSAL"	413	NA	""	"C"	NA	NA	1.3	NA	20140611	2	1	34	12	16
29112	NA	"TRI2TU"	330	NA	""	"C"	NA	NA	1.3	NA	20140611	2	1	44	16.8	16
29114	NA	"ANACEX"	1478	NA	""	"N"	NA	NA	1.3	NA	20140611	1	2	14	0.1	19.5
29115	NA	"APEIME"	997	1010	"B"	""	NA	1	3	3	20140611	2	2	24	9	19.6
29116	NA	"LACMPA"	828	839	"B"	""	NA	1	3.04	3.04	20140611	2	2	24	9.9	15
29117	NA	"BEILPE"	318	352	""	""	NA	1	1.3	1.3	20140611	2	2	23	9.8	14
29118	NA	"LACMPA"	221	320	""	""	NA	1	1.3	1.3	20140611	2	2	34	14	16
29119	NA	"TAB1GU"	468	555	""	""	NA	1	1.3	1.3	20140611	2	2	43	15.3	14
29120	NA	"QUARAS"	612	NA	"B"	"S"	NA	NA	3.9	NA	20140611	2	3	33	13	14
29121	NA	"INGAM2"	255	NA	""	"S"	NA	NA	1.3	NA	20140611	2	3	43	16.3	10.2
29122	NA	"UNK?"	222	225	"Q"	""	NA	1	1.3	1.3	20140611	2	4	11	2.2	3
29123	NA	"TET2PA"	525	NA	""	"C"	NA	NA	1.3	NA	20140611	2	4	23	8	13
29124	NA	"POULAR"	391	NA	"B"	"S"	NA	NA	3.77	NA	20140611	2	5	11	0.4	3.3
29125	NA	"TRATAS"	760	782	""	""	NA	1	1.3	1.3	20140611	2	5	24	9.9	16.7
29126	NA	"APEIME"	211	211	""	""	NA	1	1.3	1.3	20140611	2	5	24	9	15.2
29128	NA	"UNK?"	284	285	""	""	NA	1	1.3	1.3	20140611	2	5	44	15	15
29129	NA	"HEISCO"	227	235	""	""	NA	1	1.3	1.3	20140611	2	5	43	18	13
29130	NA	"TET2PA"	474	590	""	""	NA	1	1.3	1.3	20140611	2	5	42	15.1	5.1
29131	NA	"PROTTE"	300	310	"Q"	"Q"	NA	1	1.3	1.3	20140611	2	5	41	15.1	4.1
29132	NA	"INGAGO"	219	NA	""	"S"	NA	NA	1.3	NA	20140611	2	6	11	1	3
29133	NA	"HEISCO"	281	289	""	""	NA	1	1.3	1.3	20140611	2	6	11	3	3.8
29134	NA	"ASPICR"	774	693	""	""	NA	1	1.3	3.75	20140611	2	6	12	1.9	5.5
29135	NA	"GUAPST"	560	585	"B"	""	NA	1	3.34	3.34	20140611	2	6	13	0.2	13.6
29136	NA	"BROSAL"	910	914	""	""	NA	1	1.3	3.2	20140611	2	6	31	14.5	2
29137	NA	"HEISCO"	267	267	""	""	NA	1	1.3	1.3	20140611	2	6	32	14	7
29138	NA	"TRATAS"	227	240	""	""	NA	1	1.3	1.3	20140611	2	6	33	12	14.9
29139	NA	"TRATAS"	369	373	""	""	NA	1	1.3	1.3	20140611	2	6	34	13	16
29140	NA	"APEITI"	422	434	"B"	""	NA	1	3.35	3.35	20140611	2	6	34	12	17
29141	NA	"CASEAR"	375	409	""	""	NA	1	1.3	1.3	20140611	2	6	42	19.8	9.9
29142	NA	"LICAPL"	422	450	""	""	NA	1	1.3	1.3	20140611	2	7	12	4	9.4
29143	NA	"PROTTE"	397	405	""	""	NA	1	1.3	1.3	20140611	2	7	22	5.1	6
29144	NA	"CASSEL"	356	357	""	""	NA	1	1.3	1.3	20140611	2	7	34	12	18
29145	NA	"APEIME"	483	493	"B"	""	NA	1	3.28	3.28	20140611	2	7	44	16	16
29146	NA	"BROSAL"	563	625	"B"	""	NA	1	4.83	5.93	20140611	2	7	43	17	13
29147	NA	"PROTTE"	298	NA	""	"C"	NA	NA	1.3	NA	20140611	2	8	13	0.1	12.2
29148	NA	"LACMPA"	285	353	""	""	NA	1	1.3	3.35	20140611	2	8	32	13	9.9
29149	NA	"TET2PA"	522	NA	""	"S"	NA	NA	1.3	NA	20140611	2	8	44	19	18.5
29150	NA	"VIROSU"	225	240	""	""	NA	1	1.3	1.3	20140611	2	8	41	19	4.8
29151	NA	"CHR2AR"	491	500	"B"	""	NA	1	2.91	2.91	20140611	2	8	41	18	3
29401	NA	"TET2PA"	295	305	""	""	NA	1	1.3	1.3	20140610	0	0	13	1.5	12
29402	NA	"SYMPGL"	553	586	""	""	NA	1	1.3	1.3	20140610	0	0	22	5.6	6
29403	NA	"HEISCO"	215	242	""	""	NA	1	1.3	1.3	20140610	0	0	32	11.8	8
29404	NA	"SIMAAM"	219	230	""	""	NA	1	1.3	1.3	20140610	0	0	34	11	17.8
29405	NA	"PROTTE"	222	22	""	"Q"	NA	1	1.3	1.3	20140610	0	0	43	18.8	12.7
29406	NA	"OCOTWH"	467	482	"M"	"L"	NA	6	1.3	1.3	20140610	0	1	13	4	11.5
29407	NA	"BEILPE"	827	NA	""	"C"	NA	NA	1.3	NA	20140610	0	1	21	8.2	4.6
29408	NA	"DRYPST"	239	276	""	""	NA	1	1.3	1.3	20140610	0	1	44	15.2	15.8
29409	NA	"GUSTSU"	200	204	""	""	NA	1	1.3	1.3	20140610	0	1	42	15.2	8.8
29410	NA	"VIROSU"	892	892	"B"	""	NA	1	3.8	3.8	20140610	0	1	41	15.2	2
29411	NA	"CECRIN"	247	NA	""	"S"	NA	NA	1.3	NA	20140610	0	2	13	3	10.8
29413	NA	"CECRIN"	230	254	""	""	NA	1	1.3	1.3	20140610	0	2	34	13	18.2
29414	NA	"VIROSP"	276	NA	""	"C"	NA	NA	1.3	NA	20140610	0	2	21	9.9	4.8
29415	NA	"GUATDU"	315	439	""	""	NA	1	1.3	1.3	20140610	0	2	31	12.1	4.9
29417	NA	"PROTTE"	220	295	""	""	NA	1	1.3	1.3	20140610	0	2	42	17	9.9
29419	NA	"TREMMI"	203	NA	""	"C"	NA	NA	1.3	NA	20140610	0	3	11	4.5	0.1
29420	NA	"GUARGU"	451	460	""	""	NA	1	1.3	1.3	20140610	0	3	14	3	16.7
29421	NA	"VIROSE"	625	679	"B"	""	NA	1	3.6	3.6	20140610	0	3	23	5.3	14.8
29422	NA	"GUSTSU"	228	230	""	""	NA	1	1.3	1.3	20140610	0	3	22	9.9	9.7
29423	NA	"POULAR"	0	NA	"B"	"C"	NA	NA	1.3	NA	20140610	0	3	23	9	11.9
29424	NA	"XYL1MA"	200	239	""	""	NA	1	1.3	1.3	20140610	0	3	23	8.3	11
29425	NA	"CECRIN"	240	NA	""	"C"	NA	NA	1.3	NA	20140610	0	3	21	9	0.2
29426	NA	"BEILPE"	370	528	""	""	NA	1	1.3	1.3	20140610	0	3	34	14.9	15.2
29427	NA	"ALCHCO"	451	469	"BM"	""	NA	16	6	6	20140610	0	4	11	4	3.8
29428	NA	"TET2PA"	295	340	"B"	""	NA	1	2.52	2.52	20140610	0	4	12	1	5.8
29429	NA	"VIROSE"	268	325	""	""	NA	1	1.3	1.3	20140610	0	4	13	1.6	14
29431	NA	"POUTRE"	221	245	""	""	NA	1	1.3	1.3	20140610	0	4	21	7.2	4
29432	NA	"GUATDU"	299	320	""	""	NA	1	1.3	1.3	20140610	0	4	41	19.2	3.1
29433	NA	"APEIME"	631	640	""	""	NA	1	1.3	1.3	20140610	0	5	11	2.6	3.6
29434	NA	"LINDLA"	205	222	"M"	""	NA	4	1.3	1.3	20140610	0	5	11	2	3.7
29435	NA	"VIROSE"	213	214	""	"Q"	NA	1	1.3	1.3	20140610	0	5	13	4.2	13.2
29436	NA	"LACMPA"	408	472	"B"	""	NA	1	3.37	3.37	20140610	0	5	34	10.1	17.9
29437	NA	"AST2GR"	300	313	""	""	NA	1	1.3	1.3	20140610	0	5	44	15.3	16.5
29438	NA	"APEIME"	662	703	""	""	NA	1	1.3	3.95	20140610	0	6	13	4.6	10.1
29439	NA	"APEITI"	505	NA	"B"	"N"	NA	NA	4.57	NA	20140610	0	6	24	7.8	19.9
29440	NA	"TET2PA"	210	259	""	""	NA	1	1.3	1.3	20140610	0	6	24	9.9	17.2
29441	NA	"ASPICR"	315	329	""	""	NA	1	1.3	1.3	20140610	0	6	22	9	8.5
29442	NA	"ALSEBL"	310	330	""	""	NA	1	1.3	1.3	20140610	0	6	22	5.1	8
29443	NA	"PROTTE"	225	219	""	""	NA	1	1.3	1.3	20140610	0	6	32	11	7.7
29444	NA	"TET2PA"	549	565	""	""	NA	1	1.3	1.3	20140610	0	6	43	17	12
29445	NA	"TACHVE"	408	538	""	""	NA	1	1.3	3.2	20140610	0	6	42	18	7.5
29446	NA	"VIROSE"	294	310	""	""	NA	1	1.3	1.3	20140610	0	7	13	2.9	10.1
29447	NA	"TET2PA"	282	288	""	""	NA	1	1.3	1.3	20140610	0	7	14	4.8	19.6
29448	NA	"QUARAS"	379	400	"B"	""	NA	1	3.49	3.49	20140610	0	7	24	8.2	19
29449	NA	"TET2PA"	371	425	""	""	NA	1	1.3	1.3	20140610	0	7	22	9	8.9
29450	NA	"ALSEBL"	209	237	""	""	NA	1	1.3	1.3	20140610	0	7	41	18	3
29451	NA	"BEILPE"	337	397	""	""	NA	1	1.3	1.3	20140610	0	7	43	17.2	11
29452	NA	"HIRTTR"	240	302	""	""	NA	1	1.3	1.3	20140610	0	7	34	12.2	19.2
29453	NA	"LICAPL"	470	490	"B"	""	NA	1	3.72	3.72	20140610	0	8	24	9.7	17.8
29454	NA	"ANACEX"	1598	1690	""	""	NA	1	1.3	1.3	20140610	0	8	22	9.8	9.9
29455	NA	"TRI2TU"	384	NA	""	"C"	NA	NA	1.3	NA	20140610	0	8	43	15.2	10.7
29457	NA	"ALSEBL"	290	290	""	""	NA	1	1.3	1.3	20140610	0	9	31	10.7	4.9
29458	NA	"TRI2TU"	200	NA	""	"N"	NA	NA	1.3	NA	20140610	0	9	31	10.4	4
29459	NA	"POCHSE"	390	420	""	""	NA	1	1.3	1.3	20140610	0	9	33	14.2	11.9
29460	NA	"LICAPL"	430	461	"B"	""	NA	1	3.68	3.68	20140610	0	9	33	11.3	14.6
29461	NA	"CECRIN"	295	319	""	""	NA	1	1.3	1.3	20140610	0	9	43	19.4	11.5
29462	NA	"VIROSE"	244	244	""	""	NA	1	1.3	1.3	20140610	0	9	42	19	8
29464	NA	"TET2PA"	275	282	""	""	NA	1	1.3	1.3	20140610	0	10	24	9.4	18
29465	NA	"ALSEBL"	231	231	""	""	NA	1	1.3	1.3	20140610	0	10	24	8.2	16
29466	NA	"TET2PA"	354	360	""	""	NA	1	1.3	1.3	20140610	0	10	22	6.8	6
29467	NA	"VOCHFE"	325	465	""	""	NA	1	1.3	1.3	20140610	0	10	32	11	8
29468	NA	"APEIME"	758	766	"BM"	""	NA	3	3.78	3.78	20140610	0	10	44	15.2	18.7
29469	NA	"JAC1CO"	465	NA	""	"N"	NA	NA	1.3	NA	20140610	0	10	44	18	18
29470	NA	"ALSEBL"	207	210	""	""	NA	1	1.3	1.3	20140610	0	10	44	17.2	15.1
29471	NA	"TET2PA"	266	273	""	""	NA	1	1.3	1.3	20140610	0	11	11	4.6	4.4
29472	NA	"PLA1PI"	564	600	""	""	NA	1	1.3	1.3	20140610	0	11	14	4.9	17.5
29473	NA	"ALSEBL"	201	205	""	""	NA	1	1.3	1.3	20140610	0	11	14	4	18
29474	NA	"DRYPST"	210	218	""	""	NA	1	1.3	1.3	20140610	0	11	24	8.9	18.6
29475	NA	"ALSEBL"	314	320	"B"	""	NA	1	3.42	3.42	20140610	0	11	23	9.9	13
29476	NA	"ALSEBL"	263	299	"B"	""	NA	1	3.75	3.75	20140610	0	11	23	8	10
29477	NA	"HYERAL"	618	653	"B"	""	NA	1	3.7	3.7	20140610	0	11	21	9	3
29478	NA	"APEIME"	483	483	""	""	NA	1	1.3	1.3	20140610	0	11	43	19.2	11.9
29479	NA	"GUSTSU"	245	247	""	""	NA	1	1.3	1.3	20140610	0	12	12	0.2	9.5
29480	NA	"ALSEBL"	254	272	"M"	""	NA	2	1.3	1.3	20140610	0	12	14	1.2	15.7
29481	NA	"ALSEBL"	398	419	""	""	NA	1	1.3	1.3	20140610	0	12	23	8.2	13
29482	NA	"TET2PA"	294	305	""	""	NA	1	1.3	1.3	20140610	0	12	22	8	8
29483	NA	"POUTRE"	295	405	""	""	NA	1	1.3	1.3	20140610	0	12	32	12.1	8
29484	NA	"TET2PA"	303	331	""	""	NA	1	1.3	1.3	20140610	0	12	43	19	10.4
29485	NA	"HIRTAM"	343	NA	""	"N"	NA	NA	1.3	NA	20140611	1	12	11	3	2
29486	NA	"POUTRE"	418	470	"B"	""	NA	1	2.97	2.97	20140611	1	12	12	4.9	8.5
29488	NA	"DIPTPA"	786	708	"B"	""	NA	1	4.03	6.11	20140611	1	12	13	2.8	10.1
29489	NA	"HIRTAM"	275	273	"M"	"Q"	NA	3	1.3	1.3	20140611	1	12	14	0.3	16.2
29490	NA	"TET2PA"	222	222	""	""	NA	1	1.3	1.3	20140611	1	12	14	4.8	19.2
29491	NA	"DRYPST"	212	250	""	""	NA	1	1.3	1.3	20140611	1	12	24	9.5	19.6
29492	NA	"POCHSE"	514	530	""	""	NA	1	1.7	1.3	20140611	1	12	23	5.1	13
