"tag"	"new.tag"	"sp"	"dbh04"	"dbh14"	"code04"	"code14"	"stems04"	"stems14"	"pom04"	"pom14"	"date14"	"col"	"row"	"p5"	"x"	"y"
35284	"48711"	"HURACR"	1375	1483	""	"P"	NA	1	1.3	1.3	20140519	4	11	13	3.2	13.8
35281	"48715"	"HURACR"	588	608	""	"P"	NA	1	1.3	1.3	20140519	4	12	33	14	14.9
35274	"48717"	"SPONRA"	431	489	""	"P"	NA	1	1.3	1.3	20140519	4	13	34	10.4	18.8
35268	"48718"	"HURACR"	967	1040	""	"P"	NA	1	1.3	1.3	20140519	4	14	33	10.5	10.5
19665	"48722"	"APEIME"	552	498	""	""	NA	1	1.3	5.05	20140523	7	2	32	13	8.8
19677	"48725"	"GUSTSU"	208	233	""	""	NA	1	1.3	1.3	20140523	7	4	14	3	17
19688	"48726"	"GUSTSU"	299	308	""	""	NA	1	1.3	1.3	20140523	7	5	14	1.5	18.5
19687	"48727"	"HURACR"	569	630	""	"P"	NA	1	1.3	1.3	20140523	7	5	14	0.2	18
19563	"49132"	"HURACR"	852	890	""	"P"	NA	1	1.3	1.3	20140516	3	3	41	19.9	1.8
19560	"49133"	"HURACR"	879	896	""	"P"	NA	1	2	1.3	20140516	3	3	43	18.8	10.6
19592	"49135"	"ALSEBL"	304	405	""	"P"	NA	1	2.15	1.3	20140516	3	7	42	16	9.7
35803	"49137"	"QUARAS"	209	284	""	"P"	NA	1	1.3	1.3	20140516	3	11	31	10.8	2.2
35802	"49138"	"VIROSU"	705	797	"B"	"P"	NA	1	1.3	3.45	20140516	3	11	22	7.2	9.8
35797	"49139"	"DIPTPA"	345	362	""	"P"	NA	1	1.3	1.3	20140516	3	12	42	19	7.5
35789	"49141"	"ANACEX"	660	813	""	""	NA	1	1.3	1.3	20140516	3	13	23	7.5	14.9
35783	"49143"	"ANACEX"	568	668	""	"P"	NA	1	1.3	1.3	20140516	3	14	14	2	17.7
19602	"49149"	"TAB1RO"	413	465	"B"	"P"	NA	1	1.3	3.3	20140519	5	1	34	10.7	16
19608	"49150"	"HURACR"	613	769	"B"	"P"	NA	1	1.3	2.9	20140519	5	2	21	8	3.7
19633	"49157"	"HURACR"	815	928	""	"P"	NA	1	1.3	1.3	20140519	5	6	31	10.3	0.3
36179	"49164"	"VIROSU"	428	584	""	"P"	NA	1	1.3	1.3	20140519	5	10	11	0.4	3
36177	"49167"	"HURACR"	599	653	""	"P"	NA	1	1.3	1.3	20140519	5	11	32	10.6	7
36159	"49168"	"HURACR"	1005	1085	"B"	"P"	NA	1	1.3	3.4	20140519	5	13	13	0.3	15
19566	"Eliminar"	"GUSTSU"	94	NA	"B"	""	NA	1	1.3	1.3	20140516	3	4	44	16	19
17077	NA	"PTERRO"	30	NA	"BM"	"N"	NA	NA	1.3	NA	20140519	4	2	33	NA	NA
17077	NA	"PTERRO"	621	NA	"BM"	"N"	NA	NA	1.3	NA	20140519	4	2	33	NA	NA
19002	NA	"ALSEBL"	226	238	""	""	NA	1	1.7	1.3	20140515	2	1	21	8.2	4.3
19003	NA	"QUARAS"	217	244	""	""	NA	1	2	1.3	20140515	2	1	23	5.7	10.2
19004	NA	"LUEHSE"	345	352	"B"	""	NA	1	1.3	3.48	20140515	2	1	33	12	5.8
19005	NA	"GUARGU"	202	249	""	""	NA	1	1.3	1.3	20140515	2	1	41	16.5	0.2
19006	NA	"ALSEBL"	233	271	""	""	NA	1	2	1.3	20140515	2	2	11	4	0.2
19007	NA	"DRYPST"	264	294	""	""	NA	1	1.3	1.3	20140515	2	2	11	3.2	4
19008	NA	"GUSTSU"	205	228	""	""	NA	1	2.05	1.3	20140515	2	2	12	4	5.2
19009	NA	"TAB1GU"	703	703	"B"	""	NA	1	1.3	3.4	20140515	2	2	21	9	3
19010	NA	"DENDAR"	274	291	""	""	NA	1	2	1.3	20140515	2	2	13	4	13
19011	NA	"SIMAAM"	213	265	""	""	NA	1	1.3	1.3	20140515	2	2	13	0.2	14.8
19013	NA	"ALSEBL"	290	362	""	""	NA	1	1.3	1.3	20140515	2	2	33	10.7	14.9
19014	NA	"GUSTSU"	252	258	""	""	NA	1	0.9	1.3	20140515	2	2	34	10.6	16.3
19015	NA	"LONCLA"	361	365	""	""	NA	1	1.3	1.3	20140515	2	2	41	15.2	4.9
19016	NA	"GUSTSU"	224	231	""	""	NA	1	1.3	1.3	20140515	2	3	11	3.9	0.2
19017	NA	"GUSTSU"	211	220	""	""	NA	1	1.3	1.3	20140515	2	3	22	5.8	5.2
19018	NA	"GUSTSU"	243	246	""	""	NA	1	1.3	1.3	20140515	2	3	22	8	9.8
19019	NA	"TRI2TU"	264	288	""	""	NA	1	1.3	1.3	20140515	2	3	21	9.8	2.1
19020	NA	"GUSTSU"	206	210	""	""	NA	1	1.3	1.3	20140515	2	3	23	5.1	10.2
19022	NA	"TRI2TU"	201	219	"Q"	""	NA	1	1.3	1.3	20140515	2	3	33	12.2	10.1
19023	NA	"EUGEOE"	229	NA	""	"S"	NA	NA	1.3	NA	20140515	2	3	44	18.3	19.6
19024	NA	"TRI2TU"	200	220	""	""	NA	1	1.5	1.3	20140515	2	4	22	9.8	8
19025	NA	"ALSEBL"	235	238	""	""	NA	1	1.3	1.3	20140515	2	4	23	5.1	14.9
19026	NA	"EUGEOE"	231	275	""	""	NA	1	1.3	1.3	20140515	2	4	13	1.6	14.9
19027	NA	"GUSTSU"	205	209	""	""	NA	1	0.85	1.3	20140515	2	4	14	3.2	17.2
19028	NA	"TRI2TU"	214	257	""	""	NA	1	1.3	1.3	20140515	2	4	24	5.5	19.8
19029	NA	"GUSTSU"	224	225	""	""	NA	1	1.3	1.3	20140515	2	4	33	11	10.7
19030	NA	"ALSEBL"	246	290	""	""	NA	1	1.3	1.3	20140515	2	4	32	12.8	6
19031	NA	"HYERAL"	729	753	""	""	NA	1	2	1.3	20140515	2	4	32	13	6.8
19032	NA	"TRI2TU"	224	282	""	""	NA	1	1.3	1.3	20140515	2	4	32	13	8.2
19033	NA	"TRI2TU"	225	251	""	""	NA	1	1.3	1.3	20140515	2	4	32	11.2	9.2
19034	NA	"ALSEBL"	260	263	""	""	NA	1	1.9	1.3	20140515	2	5	11	4	0.2
19035	NA	"TRI2TU"	251	322	""	""	NA	1	1.3	1.3	20140515	2	5	21	9.9	4.9
19036	NA	"GUATDU"	521	579	""	""	NA	1	1.9	1.3	20140515	2	5	14	2	19.7
19037	NA	"GUSTSU"	351	296	"M"	""	NA	2	1.3	1.3	20140515	2	5	24	8	15.1
19038	NA	"TERMAM"	392	398	""	""	NA	1	2.2	2.2	20140515	2	5	34	10.1	19.8
19039	NA	"ALSEBL"	428	500	""	""	NA	1	1.3	1.3	20140515	2	5	43	19.8	12.9
19040	NA	"ALSEBL"	208	248	""	""	NA	1	1.3	1.3	20140515	2	5	41	15.1	3
19041	NA	"CASEAR"	214	212	""	"Q"	NA	1	1.3	1.3	20140515	2	5	31	13	2.8
19042	NA	"ALSEBL"	241	251	"M"	""	NA	2	1.3	1.3	20140515	2	5	32	10.2	5.8
19043	NA	"UNK?"	352	NA	""	"S"	NA	NA	1.3	NA	20140515	2	6	22	8	6
19044	NA	"APEIME"	419	465	""	""	NA	1	1.3	1.3	20140515	2	6	23	5.5	10.1
19045	NA	"SPONRA"	490	511	""	""	NA	1	1.3	1.3	20140515	2	6	13	2	14
19046	NA	"ALSEBL"	227	245	""	""	NA	1	1.3	1.3	20140515	2	6	14	1.1	15
19047	NA	"GUSTSU"	211	221	""	""	NA	1	1.3	1.3	20140515	2	6	24	5.8	17.7
19048	NA	"TAB1GU"	684	690	""	""	NA	1	1.3	1.3	20140515	2	6	33	10.3	11.5
19049	NA	"SPONRA"	493	517	""	""	NA	1	1.3	1.3	20140515	2	6	34	12	19.8
19050	NA	"SPONRA"	267	274	""	""	NA	1	1.3	1.3	20140515	2	7	11	4	0.03
19051	NA	"LUEHSE"	256	287	"B"	""	NA	1	1.3	2.9	20140515	2	7	11	2	3
19052	NA	"ALSEBL"	224	280	""	""	NA	1	1.7	1.3	20140515	2	7	23	9.9	13
19053	NA	"TAB1GU"	274	516	""	""	NA	1	1.3	1.3	20140515	2	7	14	0.3	17.1
19054	NA	"QUARAS"	237	284	""	""	NA	1	1.3	1.3	20140515	2	7	33	10.2	12.5
19055	NA	"SPONRA"	701	NA	""	"C"	NA	NA	1.3	NA	20140515	2	7	31	10.2	2
19056	NA	"TAB1RO"	270	345	""	""	NA	1	1.8	1.3	20140515	2	8	11	3.2	1
19057	NA	"LUEHSE"	491	504	"B"	""	NA	1	1.3	3.9	20140515	2	8	11	4.3	2
19058	NA	"HEISCO"	230	271	""	""	NA	1	1.3	1.3	20140515	2	8	13	1.5	10
19059	NA	"SPONRA"	394	409	""	""	NA	1	1.8	1.3	20140515	2	8	24	9.8	18
19060	NA	"GUSTSU"	209	216	""	""	NA	1	1.3	1.3	20140515	2	8	33	11.3	13.8
19061	NA	"TAB1RO"	323	308	""	""	NA	1	2.1	3.67	20140515	2	8	43	19.9	11.1
19062	NA	"UNK?"	607	NA	"B"	"C"	NA	NA	1.3	NA	20140515	2	8	44	19	18
19063	NA	"TACHVE"	259	362	""	""	NA	1	1.8	1.3	20140515	2	8	44	19.9	19.9
19064	NA	"GUATDU"	610	640	"B"	""	NA	1	1.3	2.9	20140515	2	8	31	10.8	4.3
19642	NA	"HURACR"	1128	1236	""	""	NA	1	1.3	1.3	20140519	5	8	12	4	9.8
19066	NA	"TAB1GU"	455	507	""	""	NA	1	2	2	20140519	4	1	11	1.5	4.9
19067	NA	"ALSEBL"	306	344	""	""	NA	1	1.3	1.3	20140519	4	1	13	0.3	12.8
19068	NA	"GUSTSU"	219	228	""	""	NA	1	0.9	1.3	20140519	4	1	23	7	11
19069	NA	"ALSEBL"	255	308	""	""	NA	1	1.9	1.3	20140519	4	1	33	14	12.8
19070	NA	"PTERRO"	269	NA	"Q"	"N"	NA	NA	2	NA	20140519	4	1	31	13.5	0.2
19071	NA	"PSE1SE"	1432	1520	"B"	""	NA	1	1.3	3.6	20140519	4	1	41	16	4.3
19072	NA	"ALSEBL"	200	245	""	""	NA	1	1.3	1.3	20140519	4	2	11	3	0.4
19074	NA	"LUEHSE"	203	238	""	""	NA	1	1.3	1.3	20140519	4	2	11	3	5
19075	NA	"TACHVE"	610	NA	"B"	"N"	NA	NA	1.3	NA	20140519	4	2	33	11	14.2
19076	NA	"LUEHSE"	234	338	""	""	NA	1	1.3	1.3	20140519	4	2	43	17	14
19077	NA	"PTERRO"	636	624	"MB"	""	NA	2	2.6	3.7	20140519	4	2	32	10.2	7
19078	NA	"HYERAL"	254	NA	""	"C"	NA	NA	1.3	NA	20140519	4	2	43	16	9.9
19079	NA	"HURACR"	653	664	""	""	NA	1	1.3	1.3	20140519	4	3	11	4.9	2.7
19080	NA	"TRI2TU"	240	289	""	""	NA	1	1.3	1.3	20140519	4	3	21	9.9	3.8
19081	NA	"HURACR"	663	663	""	""	NA	1	0.9	1.3	20140519	4	3	13	0.4	10.2
19082	NA	"HURACR"	954	995	""	""	NA	1	1.3	1.3	20140519	4	3	14	1.2	17
19083	NA	"GUATDU"	495	510	"B"	""	NA	1	1.3	3.35	20140519	4	3	23	9.9	10
19085	NA	"SPONRA"	296	308	""	""	NA	1	1.3	1.3	20140519	4	3	44	19	16
19087	NA	"ALSEBL"	320	389	""	""	NA	1	2	1.3	20140519	4	4	22	5.7	9.2
19088	NA	"EUGECO"	212	251	""	""	NA	1	1.3	1.3	20140519	4	4	23	9.8	12
19089	NA	"LUEHSE"	640	646	""	""	NA	1	1.3	1.3	20140519	4	4	23	6	12.8
19090	NA	"SPONRA"	526	576	""	""	NA	1	1.3	1.3	20140519	4	4	13	1.8	14.8
19091	NA	"TAB1RO"	204	205	""	""	NA	1	1.3	1.3	20140519	4	4	24	9	18.8
19092	NA	"EUGEOE"	235	249	""	""	NA	1	1.3	1.3	20140519	4	4	34	10.2	17.7
19093	NA	"SPONRA"	483	501	""	""	NA	1	1.3	1.3	20140519	4	4	44	17.7	15
19094	NA	"SPONRA"	403	NA	""	"N"	NA	NA	1.3	NA	20140519	4	4	41	16.8	0.3
19095	NA	"TAB1RO"	296	357	""	""	NA	1	1.3	1.3	20140519	4	4	31	12.5	1.3
19096	NA	"HURACR"	397	434	""	""	NA	1	1.3	1.3	20140519	4	4	32	12	5.7
19097	NA	"EUGECO"	208	226	""	""	NA	1	1.3	1.3	20140519	4	4	42	15.7	7.3
19098	NA	"ALSEBL"	250	269	""	""	NA	1	2.2	1.3	20140519	4	5	12	1	5.2
19099	NA	"UNK?"	428	NA	""	"N"	NA	NA	1.3	NA	20140519	4	5	21	5.2	3
19100	NA	"ALSEBL"	208	229	""	""	NA	1	1.3	1.3	20140519	4	5	14	4.2	18.8
19101	NA	"UNK?"	360	NA	"Q"	"N"	NA	NA	1.3	NA	20140519	4	5	43	15.3	12
19102	NA	"SPONRA"	212	320	""	""	NA	1	1.3	1.3	20140519	4	5	31	12	3
19103	NA	"HURACR"	657	689	""	""	NA	1	1.3	1.3	20140519	4	5	42	18	8
19104	NA	"GUSTSU"	319	327	"M"	""	NA	2	1.3	1.3	20140519	4	6	21	5.2	2
19105	NA	"SPONRA"	522	534	""	""	NA	1	1.3	1.3	20140519	4	6	12	0.3	9
19106	NA	"PSE1SE"	1002	1023	""	""	NA	1	1.8	1.3	20140519	4	6	13	0.4	11
19107	NA	"HIRTTR"	212	231	"M"	""	NA	2	1.3	1.3	20140519	4	6	24	6	19.3
19108	NA	"CHR2AR"	352	362	"M"	"Q"	NA	2	1.3	1.3	20140519	4	6	33	14.8	10
19109	NA	"GUAPST"	694	745	"B"	""	NA	1	1.3	4.6	20140519	4	6	34	13	18
19110	NA	"GUSTSU"	216	230	""	""	NA	1	1.3	1.3	20140519	4	6	42	19.2	10
19111	NA	"SPONRA"	345	350	""	""	NA	1	1.3	1.3	20140519	4	6	42	18	9.8
19112	NA	"SPONRA"	215	246	""	""	NA	1	1.3	1.3	20140519	4	7	22	9	10.5
19113	NA	"HURACR"	745	884	""	""	NA	1	1.3	1.3	20140519	4	7	13	0.2	10
19114	NA	"POULAR"	53	278	"B"	""	NA	2	1.3	3.05	20140519	4	7	14	5	19.8
19115	NA	"GUSTSU"	240	257	""	""	NA	1	1.6	1.3	20140519	4	7	43	15.3	11
19116	NA	"ALSEBL"	275	282	""	""	NA	1	1.3	1.3	20140519	4	7	33	13	11.4
19117	NA	"VIROSU"	420	460	"B"	""	NA	1	1.3	3.05	20140519	4	7	32	11	6
19118	NA	"HURACR"	579	664	""	""	NA	1	1.3	1.3	20140519	4	7	43	15.2	8
19119	NA	"ALSEBL"	311	345	"M"	""	NA	2	1.3	1.3	20140519	4	8	12	2	9
19120	NA	"FICUYO"	669	677	""	""	NA	1	1.9	1.3	20140519	4	8	12	3	9.2
19121	NA	"LUEHSE"	476	483	"B"	""	NA	1	1.3	4.25	20140519	4	8	21	7	4.3
19122	NA	"SPONRA"	515	NA	""	"S"	NA	NA	1.2	NA	20140519	4	8	24	3.7	18.3
19123	NA	"TRI2TU"	209	258	""	""	NA	1	1.3	1.3	20140519	4	8	34	10	15
19124	NA	"VIROSE"	203	209	""	""	NA	1	1.3	1.3	20140519	4	8	32	13	6
19125	NA	"OCOTOB"	444	485	"B"	""	NA	1	1.3	3.45	20140519	4	8	32	11	9.8
19126	NA	"ALCHCO"	430	436	"M"	""	NA	3	2	1.3	20140520	6	1	12	0.3	6.5
19127	NA	"HIRTTR"	306	326	""	""	NA	1	1.3	1.3	20140520	6	1	22	6.3	9
19128	NA	"HYERAL"	637	670	"B"	""	NA	1	1.3	6	20140520	6	1	21	9	4
19129	NA	"TAB2AR"	336	354	""	""	NA	1	1.6	1.3	20140520	6	1	21	8	2
19130	NA	"TAB2AR"	453	431	""	""	NA	1	2.2	3.5	20140520	6	1	24	7	17.7
19131	NA	"HURACR"	486	540	""	""	NA	1	1.3	1.3	20140520	6	2	12	1	7
19132	NA	"ALSEBL"	206	238	""	""	NA	1	1.3	1.3	20140520	6	2	14	0.4	15
19133	NA	"HURACR"	419	526	"Q"	""	NA	1	1.3	1.3	20140520	6	2	24	8	16
19134	NA	"HYERAL"	515	539	"Q"	""	NA	1	1.3	1.3	20140520	6	2	31	14.8	2
19135	NA	"PSE1SE"	382	NA	""	"N"	NA	NA	1.3	NA	20140520	6	3	12	0.4	7
19136	NA	"LUEHSE"	355	360	"B"	""	NA	1	1.3	3.4	20140520	6	3	21	9	3
19137	NA	"LUEHSE"	411	473	""	""	NA	1	1.7	3.4	20140520	6	3	13	0.2	13
19138	NA	"TAB1RO"	577	470	""	""	NA	1	1.3	3.9	20140520	6	3	34	11	19
19139	NA	"ALSEBL"	261	NA	""	"S"	NA	NA	1.6	NA	20140520	6	3	34	14.8	19.8
19140	NA	"HYERAL"	565	605	""	""	NA	1	2	1.3	20140520	6	3	43	16	11
19141	NA	"HURACR"	443	444	""	""	NA	1	1.3	1.3	20140520	6	3	41	16	0.2
19142	NA	"CORDAL"	558	NA	""	"C"	NA	NA	1.6	NA	20140520	6	3	42	15	5
19143	NA	"ALSEBL"	252	297	""	""	NA	1	1.3	1.3	20140520	6	3	32	14.8	5
19145	NA	"HURACR"	450	465	""	""	NA	1	1	1.3	20140520	6	4	11	0.2	3
19146	NA	"ALSEBL"	270	331	""	""	NA	1	1.3	1.3	20140520	6	4	12	4	8.8
19147	NA	"GUARGU"	205	220	""	""	NA	1	1.3	1.3	20140520	6	4	23	5	13
19148	NA	"HURACR"	804	804	""	"P"	NA	1	1.3	1.3	20140520	6	4	14	2.3	18
19149	NA	"GUSTSU"	225	240	""	""	NA	1	1.3	1.3	20140520	6	4	24	7	19.9
19150	NA	"HYERAL"	652	738	""	""	NA	1	1.3	1.3	20140520	6	4	13	9	15
19151	NA	"GUSTSU"	274	294	""	""	NA	1	1.3	1.3	20140520	6	4	33	14.9	10
19152	NA	"TRIPCU"	206	220	""	""	NA	1	1.3	1.3	20140520	6	4	42	16	9
19153	NA	"GUSTSU"	231	242	""	""	NA	1	1.3	1.3	20140520	6	5	11	0.3	1
19154	NA	"SPONRA"	540	NA	""	"C"	NA	NA	1.3	NA	20140520	6	5	22	5	9.5
19155	NA	"ALSEBL"	310	318	"B"	""	NA	2	1.3	2.7	20140520	6	5	14	2	19
19156	NA	"CORDAL"	472	488	""	""	NA	1	1.8	1.3	20140520	6	5	24	6	16
19157	NA	"SCH1ZO"	345	349	""	""	NA	1	1.3	1.3	20140520	6	5	24	9.7	16
19158	NA	"HURACR"	470	525	""	""	NA	1	1.3	1.3	20140520	6	5	43	15	11
19159	NA	"CASEAR"	343	353	""	""	NA	1	1.6	1.3	20140520	6	5	33	14.7	14.5
19160	NA	"GUSTSU"	205	210	""	""	NA	1	1.3	1.3	20140520	6	5	44	17	17
19161	NA	"HURACR"	697	828	""	""	NA	1	1.3	1.3	20140520	6	5	32	14.8	9
19162	NA	"SPONRA"	459	NA	""	"C"	NA	NA	1.3	NA	20140520	6	5	32	13	9.9
19163	NA	"TAB1RO"	490	507	"B"	""	NA	1	1.8	2.7	20140520	6	6	12	4	6.7
19164	NA	"TAB1RO"	380	409	""	""	NA	1	1.3	1.3	20140520	6	6	22	6	9
19165	NA	"GUSTSU"	322	343	""	""	NA	1	1.3	1.3	20140520	6	6	23	5.2	11.2
19166	NA	"PLA2EL"	495	510	"B"	""	NA	1	1.3	3.25	20140520	6	6	14	1	17
19167	NA	"LUEHSE"	442	465	"B"	""	NA	1	1.3	2.55	20140520	6	6	23	8	12
19168	NA	"ALSEBL"	200	221	""	""	NA	1	1.3	1.3	20140520	6	6	43	18	14
19169	NA	"GUSTSU"	222	227	""	""	NA	1	1.3	1.3	20140520	6	6	41	16	0.5
19170	NA	"LUEHSE"	460	495	"B"	""	NA	1	1.3	2.4	20140520	6	6	31	13	0.5
19171	NA	"SPONRA"	569	NA	""	"C"	NA	NA	1.3	NA	20140520	6	6	31	11	0.5
19172	NA	"LUEHSE"	598	641	"B"	""	NA	1	1.3	3.3	20140520	6	7	21	8.7	4
19173	NA	"TAB1GU"	592	616	""	""	NA	1	1.3	1.3	20140520	6	7	22	9	8
19174	NA	"LUEHSE"	340	NA	"B"	"C"	NA	NA	1.3	NA	20140520	6	7	24	9.7	16
19175	NA	"VIROSE"	324	NA	""	"C"	NA	NA	1.3	NA	20140520	6	7	43	17	13
19176	NA	"GUSTSU"	235	253	""	""	NA	1	1.3	1.3	20140520	6	7	42	19	7
19177	NA	"CEIBPE"	606	610	"B"	""	NA	1	1.3	3.25	20140520	6	8	11	3	1.9
19178	NA	"PROTPA"	237	245	""	""	NA	1	1.3	1.3	20140520	6	8	22	7	8.8
19179	NA	"DIPTPA"	1131	1170	"B"	""	NA	1	1.3	4.35	20140520	6	8	44	17	2
19180	NA	"ALSEBL"	333	340	""	""	NA	1	1.3	1.3	20140520	6	8	32	13	9.8
19181	NA	"LUEHSE"	315	379	""	""	NA	1	2	3.3	20140523	8	2	22	9.7	9
19182	NA	"ALSEBL"	405	569	""	""	NA	1	1.9	1.3	20140523	8	2	22	9	9.8
19183	NA	"ALSEBL"	342	412	""	""	NA	1	1.3	1.3	20140523	8	2	24	8	19
19184	NA	"ALSEBL"	258	337	""	""	NA	1	1.3	1.3	20140523	8	2	34	10.5	15
19185	NA	"HIRTTR"	200	215	""	""	NA	1	1.3	1.3	20140523	8	2	42	16.5	9
19186	NA	"TRI2TU"	254	290	""	""	NA	1	1.3	1.3	20140523	8	3	11	3	0.4
19187	NA	"HIRTTR"	324	350	""	""	NA	1	1.3	1.3	20140523	8	3	22	6	9.8
19188	NA	"ALSEBL"	255	284	""	""	NA	1	1.3	1.3	20140523	8	3	44	16.1	16
19189	NA	"QUARAS"	234	330	""	""	NA	1	1.3	1.3	20140523	8	3	43	18.1	12
19190	NA	"CASEAR"	393	461	""	""	NA	1	1.3	1.3	20140523	8	3	42	15.5	6
19191	NA	"TURPOC"	368	379	""	""	NA	1	1.3	1.3	20140523	8	3	41	18.5	0.3
19192	NA	"ALSEBL"	295	300	""	""	NA	1	1.3	1.3	20140523	8	4	13	0.4	13.7
19193	NA	"EUGEOE"	317	384	""	""	NA	1	1.3	1.3	20140523	8	4	23	5	12
19194	NA	"GUAPST"	662	730	"B"	""	NA	1	1.3	3.15	20140523	8	4	33	11	12
19195	NA	"GUARGU"	296	346	""	""	NA	1	1.3	1.3	20140523	8	4	44	16	17.5
19196	NA	"HEISCO"	243	270	""	""	NA	1	1.3	1.3	20140523	8	4	32	14	8
19197	NA	"ALSEBL"	287	320	""	""	NA	1	1.3	1.3	20140523	8	4	42	18	8.1
19198	NA	"CASEAR"	381	401	"B"	""	NA	1	1.3	3.15	20140523	8	5	22	7	6
19199	NA	"MICOAR"	283	NA	""	""	NA	1	1.3	1.3	20140523	8	5	13	0.3	11.7
