"tag"	"new.tag"	"sp"	"dbh04"	"dbh14"	"code04"	"code14"	"stems04"	"stems14"	"pom04"	"pom14"	"date14"	"col"	"row"	"p5"	"x"	"y"
19873	48919	"ENTESC"	1302	1084	"B"	"P"	NA	1	1.3	1.95	20140620	7	5	33	10.3	10.8
19888	48928	"TAB2AR"	205	307	""	"P"	NA	1	1.3	1.3	20140620	7	8	23	6	10.9
19889	48933	"QUARAS"	282	280	""	"P"	NA	1	1.3	3.45	20140620	7	8	34	12.8	17
17348	48935	"CECRIN"	298	360	"B"	"P"	NA	1	2.9	2.9	20140620	7	9	13	3	12
17350	48936	"OCOTOB"	205	400	""	"P"	NA	1	1.3	1.3	20140620	7	9	23	5.8	14.8
17367	48940	"UNK?"	362	359	""	"P"	NA	1	1.3	1.3	20140620	7	11	32	12	8
17373	48944	"ALSEBL"	243	268	""	""	NA	1	1.3	1.3	20140620	7	12	42	18	9.7
17378	48947	"ZANTBE"	275	473	""	"P"	NA	1	1.3	1.3	20140620	7	14	11	4	4.7
17381	48948	"LACMPA"	360	470	""	"P"	NA	1	1.3	1.3	20140620	7	14	22	9	8
23944	49372	"DENDAR"	561	605	""	""	NA	1	1.3	1.3	20140618	0	1	14	2	17
19397	49375	"NECTCI"	287	58	"M"	"P"	NA	3	1.3	1.3	20140618	0	3	41	16	3
4334	49379	"NECTCI"	345	32	"M"	"P"	NA	3	1.3	1.3	20140618	0	6	11	0.2	4.1
4378	49395	"GUATDU"	454	529	""	"P"	NA	1	1.3	3.35	20140618	0	14	42	18.9	5.1
19270	49396	"OCOTOB"	237	378	""	"P"	NA	1	1.3	1.3	20140619	4	1	42	19.7	7.3
19395	49604	"OCOTOB"	351	440	"M"	"P"	NA	2	1.3	1.3	20140618	1	1	42	19.4	6.5
19717	49610	"CORDAL"	383	435	""	"P"	NA	1	1.3	3.4	20140618	1	2	32	14.9	9.7
19731	49617	"BEILPE"	345	550	""	"P"	NA	1	1.3	1.3	20140618	1	6	14	0.3	15.3
19734	49619	"VIROSE"	362	454	""	"P"	NA	1	1.3	1.3	20140618	1	6	34	12.1	18.8
19737	49620	"LACMPA"	213	232	""	"P"	NA	1	1.3	1.3	20140618	1	6	44	17.8	17.2
19739	49621	"BEILPE"	365	524	""	"P"	NA	1	1.3	1.3	20140618	1	7	24	9	18
19742	49623	"HURACR"	245	395	""	"P"	NA	1	1.3	1.3	20140618	1	7	41	18.8	3
19741	49624	"GUATDU"	213	348	""	"P"	NA	1	1.3	1.3	20140618	1	7	44	18	15.3
19412	49625	"GUATDU"	226	229	""	"P"	NA	1	1.3	1.3	20140618	1	8	41	16.5	4.9
17270	49626	"CASEAR"	315	442	""	"P"	NA	1	1.3	1.3	20140618	1	8	12	4.8	9.9
19388	49646	"APEIME"	552	340	""	"P"	NA	2	1.3	1.3	20140619	3	0	22	7.2	6.3
19389	49647	"LONCLA"	266	384	""	"P"	NA	1	1.3	1.3	20140619	3	0	41	17	4
19744	49648	"NECTCI"	209	155	"M"	"P"	NA	3	1.3	1.3	20140619	3	1	21	5.3	1.9
19759	49655	"ALSEBL"	310	310	""	"P"	NA	1	1.3	1.3	20140619	3	3	41	18.8	0.01
19760	49656	"TRI2TU"	295	310	""	"P"	NA	1	1.3	1.3	20140619	3	4	21	9	1.9
19762	49658	"NECTCI"	227	NA	"M"	"P"	NA	1	1.3	1.3	20140619	3	4	34	10.1	15
19769	49661	"INGAMA"	296	485	"MQ"	"P"	NA	1	1.3	1.3	20140619	3	5	43	19.8	13.2
19783	49665	"SIMAAM"	241	305	""	"P"	NA	1	1.3	1.3	20140619	3	7	14	1.3	16
19789	49666	"ZANTBE"	438	542	""	"P"	NA	1	1.3	1.3	20140619	3	7	42	15.7	7.7
19793	49668	"TACHVE"	203	458	""	"P"	NA	1	1.3	3.35	20140619	3	8	23	5.1	10.1
17321	49671	"TET2PA"	415	432	""	""	NA	1	1.3	1.3	20140619	3	11	23	7	11
17323	49672	"OCOTPU"	322	489	""	"P"	NA	1	1.3	1.3	20140619	3	11	42	16	9.7
17308	49676	"VIROSE"	273	314	""	"P"	NA	1	1.3	1.3	20140619	3	13	42	19	6
17301	49677	"ALSEBL"	322	375	"B"	"P"	NA	1	3.13	3.13	20140619	3	14	43	19.9	10.3
17298	49678	"GUAZUL"	420	485	"B"	"P"	NA	1	3.25	3.25	20140619	3	14	34	13	17
19895	49679	"OCOTOB"	264	420	""	"P"	NA	1	1.3	1.3	20140620	5	0	44	18.8	19.8
19812	49685	"GUAPST"	383	384	""	"P"	NA	1	1.3	3.25	20140620	5	3	44	19.8	18.1
19813	49686	"ZANTP1"	202	359	""	"P"	NA	1	1.3	1.3	20140620	5	3	42	18.3	9.9
19822	49690	"APEIME"	229	413	""	"P"	NA	1	1.3	1.3	20140620	5	5	23	5.8	10.1
19831	49691	"OCOTOB"	359	397	""	"P"	NA	1	1.3	3.35	20140620	5	6	11	4.2	4.9
19835	49692	"ALSEBL"	252	303	""	"P"	NA	1	1.3	1.3	20140620	5	6	31	12.1	3.8
19837	49693	"ZANTP1"	448	562	""	"P"	NA	1	1.3	1.3	20140620	5	6	41	18.5	4.3
4401	49704	"ALCHCO"	337	38	"M"	"P,R"	NA	1	1.3	1.3	20140620	5	11	43	19.2	11.7
4388	49705	"CORDLA"	280	52	""	"R,P"	NA	1	1.3	1.3	20140620	5	12	13	1.2	10.1
4391	49707	"ZANTPR"	242	259	""	"L,P"	NA	1	1.3	1.3	20140620	5	12	23	8	11
4392	49708	"CORDAL"	364	382	""	"P"	NA	1	1.3	4.95	20140620	5	12	31	11	1
23985	49713	"JAC1CO"	654	712	""	"P"	NA	1	1.3	1.3	20140623	9	0	23	8.6	10.7
19908	49718	"DIPTPA"	544	602	"B"	"P"	NA	1	1.3	3.45	20140623	9	2	12	1	9.9
19917	49721	"TERMAM"	590	590	"B"	"P,Q"	NA	1	1.3	3.65	20140623	9	4	41	16	3
19925	49732	"NECTCI"	215	298	""	"P"	NA	2	1.3	1.3	20140623	9	6	31	10.1	4.9
19929	49735	"NECTCI"	250	75	"M"	"R,P"	NA	5	1.3	1.3	20140623	9	7	14	0.2	19.8
4488	49736	"NECTCI"	318	39	"M"	"R,P"	NA	5	1.3	1.3	20140623	9	7	22	9.7	5.2
4489	49737	"NECTCI"	237	34	"M"	"R,P"	NA	4	1.3	1.3	20140623	9	7	32	10.6	7
4490	49738	"JAC1CO"	457	518	"M"	"P"	NA	1	1.3	1.3	20140623	9	7	34	13.2	17.2
4491	49739	"JAC1CO"	504	623	""	"P"	NA	1	1.3	1.3	20140623	9	7	34	14.9	18
4496	49741	"BEILPE"	300	325	""	"P"	NA	1	1.3	3.8	20140623	9	8	14	4.8	16.2
23935	49743	"JAC1CO"	430	530	""	"P"	NA	1	1.3	1.3	20140623	9	10	34	13	16.6
23929	49744	"ALSEBL"	323	331	"Q"	"P"	NA	1	1.3	1.3	20140623	9	11	31	11.2	2.3
4333	NA	"JAC1CO"	584	684	""	""	NA	1	1.3	1.3	20140618	0	6	11	0.3	0.3
4335	NA	"TET2PA"	296	317	""	""	NA	1	1.3	1.3	20140618	0	6	13	2.4	10.1
4336	NA	"TAB2AR"	514	NA	"Q"	"N"	NA	NA	1.3	NA	20140618	0	6	13	2.1	10.2
4337	NA	"ALSEBL"	278	330	""	""	NA	1	1.3	1.3	20140618	0	7	11	4	1.8
4338	NA	"TRI2TU"	307	391	""	""	NA	1	1.3	1.3	20140618	0	7	12	2.2	8.3
4339	NA	"TET2PA"	205	NA	""	"N"	NA	NA	1.3	NA	20140618	0	7	13	0.4	10.1
4340	NA	"CEIBPE"	0	1740	"B"	""	NA	1	7.17	6.75	20140618	0	7	23	8.4	10.1
4341	NA	"TRI2TU"	453	475	"Q"	""	NA	1	1.3	1.3	20140618	0	7	33	10.4	10.1
4342	NA	"TRI2TU"	360	NA	"Q"	"N"	NA	NA	1.3	NA	20140618	0	7	34	14	15.1
4343	NA	"TACHVE"	330	383	""	""	NA	1	1.3	3.25	20140618	0	8	12	2.2	9.9
4344	NA	"ALSEBL"	584	590	"B"	""	NA	1	3.42	3.42	20140618	0	8	14	3	18.4
4345	NA	"TAB2AR"	284	365	""	""	NA	1	1.3	1.3	20140618	0	8	24	9.2	17.4
4346	NA	"GUSTSU"	230	235	""	""	NA	1	1.3	1.3	20140618	0	8	24	7.5	15.3
4347	NA	"BEILPE"	416	NA	"Q"	"S"	NA	NA	1.3	NA	20140618	0	9	11	4.9	1.9
4348	NA	"APEIME"	266	324	""	""	NA	1	1.3	1.3	20140618	0	9	23	7.2	11
4349	NA	"TAB1RO"	205	215	""	""	NA	1	1.3	1.3	20140618	0	9	31	11	2.8
4350	NA	"SWARS1"	210	NA	""	"N"	NA	NA	1.3	NA	20140618	0	9	32	14.8	9
4351	NA	"UNK?"	261	265	""	""	NA	1	1.3	1.3	20140618	0	9	44	15.9	15.7
4352	NA	"CECRIN"	319	NA	""	"C"	NA	NA	1.3	NA	20140618	0	10	11	3	1.2
4353	NA	"CECRIN"	226	NA	""	"C"	NA	NA	1.3	NA	20140618	0	10	11	2.2	4.9
4354	NA	"VIROSE"	344	NA	""	"S"	NA	NA	1.3	NA	20140618	0	10	13	4.7	11.7
4355	NA	"ZANTP1"	440	503	""	""	NA	1	1.3	1.3	20140618	0	10	23	8.5	14.8
4356	NA	"UNK?"	206	207	""	""	NA	1	1.3	1.3	20140618	0	10	23	7	11.2
4357	NA	"APEIME"	352	NA	""	"S"	NA	NA	1.3	NA	20140618	0	10	31	14.6	4.9
4358	NA	"NECTCI"	336	NA	"MQ"	"C"	NA	NA	1.3	NA	20140618	0	10	33	11	10.4
4359	NA	"ALSEBL"	211	222	""	""	NA	1	1.3	1.3	20140618	0	10	33	10.3	13.7
4360	NA	"GUARGU"	228	NA	""	"C"	NA	NA	1.3	NA	20140618	0	10	43	19.9	11.9
4361	NA	"ALSEBL"	240	255	""	""	NA	1	1.3	1.3	20140618	0	11	11	1.4	1.3
4362	NA	"APEIME"	261	270	"Q"	""	NA	1	1.3	1.3	20140618	0	11	11	4.9	1.2
4363	NA	"TAB2AR"	204	260	""	""	NA	1	1.3	1.3	20140618	0	11	23	9	12
4364	NA	"GUSTSU"	243	NA	""	"N"	NA	NA	1.3	NA	20140618	0	11	32	14.5	9.9
4365	NA	"CECRPE"	203	220	""	""	NA	1	1.3	1.3	20140618	0	11	43	17	13.7
4366	NA	"ALSEBL"	268	268	""	""	NA	1	1.3	1.3	20140618	0	12	13	4	11.4
4367	NA	"GUARGR"	520	575	"Q"	""	NA	1	1.3	1.3	20140618	0	12	24	9.2	15.1
4368	NA	"INGAMA"	478	NA	""	"C"	NA	NA	1.3	NA	20140618	0	12	32	11.8	5.4
4369	NA	"ALSEBL"	235	240	""	""	NA	1	1.3	1.3	20140618	0	12	43	16	12.5
4370	NA	"CECRIN"	326	NA	"B"	"C"	NA	NA	3.49	NA	20140618	0	12	41	19.4	1.3
4371	NA	"POUTSP"	286	360	""	""	NA	1	1.3	1.3	20140618	0	13	12	0.2	8.8
4372	NA	"TRI2TU"	308	339	""	""	NA	1	1.3	1.3	20140618	0	13	13	4.3	14.2
4373	NA	"MACRGL"	265	336	"M"	""	NA	3	1.3	1.3	20140618	0	13	14	3	19.1
4374	NA	"UNK?"	385	NA	""	"S"	NA	NA	1.3	NA	20140618	0	13	24	8.4	19
4375	NA	"ALSEBL"	214	245	""	""	NA	1	1.3	1.3	20140618	0	13	42	19	5.6
4376	NA	"DIPTPA"	879	719	""	""	NA	1	1.3	4.75	20140618	0	14	31	13	2
4377	NA	"HASSFL"	256	270	"Q"	""	NA	1	1.3	1.3	20140618	0	14	43	18	11
4379	NA	"TRI2TU"	450	NA	""	"C"	NA	NA	1.3	NA	20140620	5	14	12	0.3	9
4380	NA	"EUGEOE"	203	398	""	""	NA	1	1.3	1.3	20140620	5	14	14	1.7	17.8
4381	NA	"UNK?"	268	NA	""	"N"	NA	NA	1.3	NA	20140620	5	14	41	18	0.2
4382	NA	"CORDBI"	390	424	""	""	NA	1	1.3	1.3	20140620	5	14	42	16.2	5.2
4383	NA	"ALSEBL"	201	230	""	""	NA	1	1.3	1.3	20140620	5	14	32	14	8.7
4384	NA	"TAB2AR"	570	NA	""	"C"	NA	NA	1.3	NA	20140620	5	14	43	17	12.7
4385	NA	"PROTTE"	254	254	"Q"	"P"	NA	1	3.17	1.3	20140620	5	13	14	0.4	16.8
4385	NA	"TET2PA"	0	NA	"B"	"C"	NA	NA	3.17	NA	20140620	5	14	34	14	18.7
4386	NA	"TET2PA"	222	NA	""	"S"	NA	NA	1.3	NA	20140620	5	13	21	9	2.6
4387	NA	"VIROSE"	208	NA	""	"N"	NA	NA	1.3	NA	20140620	5	13	33	12	12.2
4389	NA	"TRATAS"	280	443	""	""	NA	1	1.3	1.3	20140620	5	12	14	0.4	19.3
4390	NA	"CORDBI"	305	334	""	""	NA	1	1.3	1.3	20140620	5	12	23	8.8	13
4393	NA	"UNK?"	309	NA	"B"	"N"	NA	NA	3.14	NA	20140620	5	12	22	9.7	6
4394	NA	"ALSEBL"	358	365	""	""	NA	1	1.3	1.3	20140620	5	12	33	11	12.8
4395	NA	"ALSEBL"	296	322	""	""	NA	1	1.3	1.3	20140620	5	12	42	17.5	5.6
4396	NA	"JAC1CO"	833	NA	""	"C"	NA	NA	1.3	NA	20140620	5	12	41	19.8	2.1
4397	NA	"TAB2AR"	200	261	""	""	NA	1	1.3	1.3	20140620	5	11	11	0.6	1.7
4398	NA	"ZANTP1"	230	259	""	""	NA	1	1.3	1.3	20140620	5	11	14	0.5	16
4399	NA	"JAC1CO"	604	713	""	""	NA	1	1.3	1.3	20140620	5	11	14	3	19
4400	NA	"UNK?"	380	412	""	""	NA	1	1.3	1.3	20140620	5	11	43	15.2	12.2
4402	NA	"CECRIN"	516	NA	"BM"	"C"	NA	NA	3.89	NA	20140620	5	11	42	19.2	7.3
4403	NA	"INGAMA"	436	NA	"M"	"S"	NA	NA	1.3	NA	20140620	5	11	42	16	7
4404	NA	"CORDBI"	274	304	""	""	NA	1	1.3	1.3	20140620	5	11	42	16.6	5.1
4405	NA	"ALCHCO"	304	NA	"M"	"C"	NA	NA	1.3	NA	20140620	5	11	41	17	2
4406	NA	"TAB2AR"	245	344	""	""	NA	1	1.3	1.3	20140620	5	10	11	4	3
4407	NA	"HURACR"	345	490	""	""	NA	1	1.3	1.3	20140620	5	10	14	3	19
4408	NA	"ALCHCO"	363	368	""	""	NA	1	1.3	1.3	20140620	5	10	23	6.6	13.5
4409	NA	"CASEAR"	250	261	""	"Q"	NA	1	1.3	1.3	20140620	5	10	22	8.3	5.1
4410	NA	"TRATAS"	319	NA	""	"C"	NA	NA	1.3	NA	20140620	6	10	24	5.2	19.8
4411	NA	"JAC1CO"	559	580	"Q"	""	NA	1	1.3	1.3	20140620	6	10	34	12.2	19.8
4412	NA	"CORDBI"	282	328	""	""	NA	1	1.3	1.3	20140620	6	10	22	9.3	7.8
4413	NA	"PLA2EL"	210	218	"Q"	""	NA	1	1.3	1.3	20140620	6	10	32	12.1	8.5
4414	NA	"CORDBI"	205	NA	""	"N"	NA	NA	1.3	NA	20140620	6	10	31	11.5	4.8
4415	NA	"UNK?"	366	NA	"Q"	"C"	NA	NA	1.3	NA	20140620	6	11	33	12.2	11
4416	NA	"LUEHSE"	292	366	"B"	""	NA	2	3.1	3.1	20140620	6	11	41	15.2	0.1
4417	NA	"ALSEBL"	225	NA	"Q"	"S"	NA	NA	1.3	NA	20140620	6	11	41	16	4
4418	NA	"CORDAL"	394	NA	""	"C"	NA	NA	1.3	NA	20140620	6	12	11	0.2	1.2
4419	NA	"GUSTSU"	380	382	"Q"	"Q"	NA	1	1.3	1.3	20140620	6	12	13	4.9	13.7
4420	NA	"ALSEBL"	458	520	"B"	""	NA	1	3.22	3.22	20140620	6	12	24	8	17.5
4421	NA	"INGASA"	281	335	"M"	""	NA	6	1.3	1.3	20140620	6	13	11	2.1	0.8
4422	NA	"CORDBI"	418	450	""	""	NA	1	1.3	1.3	20140620	6	13	13	0.7	14.2
4423	NA	"CORDBI"	292	NA	""	"N"	NA	NA	1.3	NA	20140620	6	13	14	0.1	16
4424	NA	"HURACR"	232	265	""	""	NA	1	1.3	1.3	20140620	6	13	14	2.8	17.5
4425	NA	"JAC1CO"	879	NA	""	"N"	NA	NA	1.3	NA	20140620	6	13	24	6.8	18.7
4426	NA	"VIROSE"	325	326	""	""	NA	1	1.3	1.3	20140620	6	13	31	14	2
4427	NA	"ALSEBL"	230	NA	""	"C"	NA	NA	1.3	NA	20140620	6	13	33	10.1	10.9
4428	NA	"LONCLA"	295	NA	""	"C"	NA	NA	1.3	NA	20140620	6	13	44	18.2	18
4429	NA	"VIROSE"	320	NA	""	"N"	NA	NA	1.3	NA	20140620	6	13	44	15.2	15.1
4430	NA	"CORDBI"	259	NA	""	"C"	NA	NA	1.3	NA	20140620	6	13	42	17.8	8
4431	NA	"VIROSE"	284	NA	""	"N"	NA	NA	1.3	NA	20140620	6	14	11	4.9	3.3
4432	NA	"ZANTBE"	478	555	""	""	NA	1	1.3	1.3	20140620	6	14	12	2.2	8
4433	NA	"ZANTPR"	278	NA	"M"	"S"	NA	NA	1.3	NA	20140620	6	14	13	2.2	11.8
4434	NA	"VIROSE"	262	297	"Q"	""	NA	1	1.3	1.3	20140620	6	14	23	7.2	10.1
4435	NA	"ADE1TR"	235	NA	"M"	"C"	NA	NA	1.3	NA	20140620	6	14	32	13.4	5.7
4436	NA	"ALSEBL"	244	261	""	""	NA	1	1.3	1.3	20140620	6	14	34	14.9	17.2
4437	NA	"DENDAR"	286	338	""	""	NA	1	1.3	1.3	20140620	6	14	44	19	16
4438	NA	"HURACR"	1013	1025	""	""	NA	1	1.3	1.3	20140620	6	14	43	18.5	10.3
4439	NA	"GUATDU"	395	NA	""	"N"	NA	NA	1.3	NA	20140620	6	14	42	16.8	5.7
4440	NA	"QUARAS"	340	402	"B"	""	NA	1	3.22	3.22	20140623	8	14	14	2	17.3
4443	NA	"TRI2TU"	306	347	""	""	NA	1	1.3	1.3	20140623	8	14	33	11	14.8
4444	NA	"POUTFO"	356	400	""	""	NA	1	1.3	1.3	20140623	8	14	34	11.2	19.8
4445	NA	"GUSTSU"	307	310	""	""	NA	1	1.3	1.3	20140623	8	14	43	19.8	12.9
4446	NA	"ALSEBL"	357	440	""	""	NA	1	1.3	1.3	20140623	8	13	12	4	8.5
4448	NA	"HURACR"	1020	1060	""	""	NA	1	1.3	1.3	20140623	8	13	14	3.5	18.7
4449	NA	"TET2PA"	542	549	""	""	NA	1	1.3	1.3	20140623	8	13	22	9.6	9.8
4450	NA	"VIROSE"	254	255	""	""	NA	1	1.3	1.3	20140623	8	13	21	6	4.9
4451	NA	"GUATDU"	243	245	""	""	NA	1	1.3	1.3	20140623	8	13	21	8.2	4.6
4452	NA	"TRI2TU"	307	NA	""	"S"	NA	NA	1.3	NA	20140623	8	13	33	10.2	14.8
4453	NA	"TRI2TU"	444	450	""	""	NA	1	1.3	1.3	20140623	8	13	41	17.2	0.3
4454	NA	"ALSEBL"	299	335	""	""	NA	1	1.3	1.3	20140623	8	12	11	4.9	1.8
4455	NA	"CHR2AR"	293	295	""	""	NA	1	1.3	1.3	20140623	8	12	22	7.7	7.2
4456	NA	"VIROSU"	228	288	""	""	NA	1	1.3	1.3	20140623	8	12	41	16	4.2
4457	NA	"CASSEL"	345	375	""	"Q"	NA	1	1.3	1.3	20140623	8	12	33	10.2	12.1
4458	NA	"ALSEBL"	304	369	""	""	NA	1	1.3	1.3	20140623	8	12	34	12	18
4459	NA	"TRI2TU"	383	NA	""	"S"	NA	NA	1.3	NA	20140623	8	12	44	16	19.2
4460	NA	"HEISCO"	307	NA	"Q"	"C"	NA	NA	1.3	NA	20140623	8	12	42	19	7.5
4462	NA	"SIMAAM"	212	250	""	""	NA	1	1.3	1.3	20140623	8	11	12	2.2	9
4464	NA	"PLA2EL"	1072	940	""	""	NA	1	1.3	4.1	20140623	8	11	14	0.38	16.6
4465	NA	"ALSEBL"	680	595	""	""	NA	1	1.3	4.2	20140623	8	11	22	7.2	9.2
4466	NA	"LINDLA"	210	207	""	""	NA	2	1.3	1.3	20140623	8	11	22	6.8	6
4467	NA	"GUAPST"	508	508	""	"P,EM"	NA	1	1.3	1.3	20140623	8	11	34	11	15.6
4468	NA	"POUTRE"	315	392	""	""	NA	1	1.3	1.3	20140623	8	11	34	14	18.5
4469	NA	"VIROSE"	265	300	""	""	NA	1	1.3	1.3	20140623	8	10	11	1.9	4.7
4470	NA	"DENDAR"	280	300	""	""	NA	1	1.3	1.3	20140623	8	10	32	14.8	9.8
4471	NA	"CORDBI"	315	360	""	""	NA	1	1.3	1.3	20140623	8	10	43	18.3	13.2
4472	NA	"CECRIN"	340	NA	"B"	"N"	NA	NA	3.18	NA	20140623	8	10	41	15.6	1
4473	NA	"CALOLO"	748	NA	""	"C"	NA	NA	1.3	NA	20140623	8	9	14	4.9	15.2
4474	NA	"ALSEBL"	398	495	""	""	NA	1	1.3	1.3	20140623	8	9	14	4.5	17.4
4475	NA	"LACMPA"	376	NA	""	"N"	NA	NA	1.3	NA	20140623	8	9	23	9.2	12.2
4476	NA	"CORDBI"	236	NA	""	"S"	NA	NA	1.3	NA	20140623	8	9	32	14	5.8
4477	NA	"JAC1CO"	318	408	""	""	NA	1	1.3	1.3	20140623	8	9	33	12.2	14.9
4478	NA	"VIROSE"	244	265	""	""	NA	1	1.3	1.3	20140623	8	9	43	19	11.2
4481	NA	"HURACR"	1525	1563	""	""	NA	1	1.3	1.3	20140623	8	8	42	15.7	8
4482	NA	"SYMPGL"	353	435	""	""	NA	1	1.3	1.3	20140623	8	8	42	15.2	7.5
4483	NA	"GUATDU"	370	415	""	""	NA	1	1.3	1.3	20140623	8	8	42	17.5	5.2
4484	NA	"OCOTOB"	265	305	""	""	NA	1	1.3	1.3	20140623	8	8	44	19.9	15.8
4485	NA	"PLA2EL"	1169	930	""	""	NA	1	1.3	5.1	20140623	8	8	44	17.2	17.3
4486	NA	"CORDBI"	209	229	""	""	NA	1	1.3	1.3	20140623	9	7	23	7.5	11
4487	NA	"NECTCI"	206	41	""	"R"	NA	3	1.3	1.3	20140623	9	7	23	8.6	11
4492	NA	"ZANTBE"	479	555	""	""	NA	1	1.3	1.3	20140623	9	7	43	15.2	12.1
4493	NA	"ALSEBL"	445	440	""	""	NA	1	1.3	2.35	20140623	9	7	41	16.7	0.8
4494	NA	"DENDAR"	240	254	""	""	NA	1	1.3	1.3	20140623	9	8	11	2.2	4.8
4495	NA	"GUSTSU"	237	240	""	""	NA	1	1.3	1.3	20140623	9	8	12	2.2	8.2
4497	NA	"TERMAM"	630	746	"B"	""	NA	1	3.63	3.63	20140623	9	8	23	9.9	12.8
4498	NA	"TET2PA"	241	244	""	""	NA	1	1.3	1.3	20140623	9	8	23	9.5	12.5
4499	NA	"SLOATE"	336	255	""	""	NA	1	1.3	3.3	20140623	9	8	21	5.1	0.8
4500	NA	"TET2PA"	472	433	""	""	NA	1	1.3	3.35	20140623	9	8	31	12	3
17269	NA	"TAB2AR"	479	NA	"BQ"	"S"	NA	NA	3	NA	20140618	1	8	12	0.2	6.4
17271	NA	"VIROSE"	245	253	""	""	NA	1	1.3	1.3	20140618	1	8	13	0.8	11
17272	NA	"TRI2TU"	412	NA	""	"S"	NA	NA	1.3	NA	20140618	1	9	12	4	9.9
17273	NA	"VIROSE"	237	NA	""	"C"	NA	NA	1.3	NA	20140618	1	9	14	1.8	18
